customer_id,tenure_months,monthly_charges,total_charges,country,plan,last_login_unix,churned
101734,57,110.47,6261.39,CA,premium,1749821078,0
101735,56,41.46,2313.88,US,basic,1749904584,0
101736,39,78.39,3088.48,FR,basic,1749992120,0
101737,52,80.32,4217.76,CA,basic,1750076047,0
101738,56,57.77,3249.27,UK,standard,1750163805,1
101739,65,86.24,5572.09,CA,basic,1750251592,0
101740,50,33.24,1661.54,BR,standard,1750339463,0
101741,47,51.17,2393.45,US,basic,1750423818,0
101742,44,84.94,3773.22,BR,basic,1750506313,0
101743,50,39.3,1922.18,BR,basic,1750592261,0
101744,48,97.39,4660.92,CA,basic,1750683284,0
101745,31,89.01,2805.6,DE,basic,1750766613,1
101746,41,73.24,2958.33,FR,standard,1750857628,0
101747,41,96.65,3948.26,DE,standard,1750938856,1
101748,18,65.6,1216.07,JP,basic,1751026628,0
101749,30,26.22,766.09,CA,premium,1751114214,0
101750,19,65.97,1297.36,FR,standard,1751198443,1
101751,43,84.03,3655.05,UK,basic,1751284300,1
101752,11,44.66,530.0,CA,standard,1751375768,0
101753,71,66.17,4706.85,UK,basic,1751460177,0
101754,69,51.34,3497.41,DE,basic,1751546594,0
101755,43,69.44,3014.35,UK,basic,1751634405,0
101756,46,76.69,3527.1,AU,standard,1751718330,0
101757,68,78.56,5296.81,UK,premium,1751803816,1
101758,7,25.19,219.21,AU,premium,1751888121,1
101759,32,29.36,897.55,DE,premium,1751979904,1
101760,17,97.95,1685.48,FR,premium,1752063704,1
101761,55,49.05,2708.4,US,basic,1752147506,0
101762,26,79.79,2036.35,UK,premium,1752233364,0
101763,18,53.58,1009.61,AU,standard,1752323878,0
101764,54,78.07,4262.05,JP,premium,1752406548,0
101765,21,71.47,1457.91,US,standard,1752493804,0
101766,60,107.22,6461.98,JP,basic,1752584828,0
101767,46,38.81,1819.64,CA,premium,1752665538,0
101768,58,28.81,1697.73,CA,premium,1752754813,0
101769,61,77.44,4675.01,US,basic,1752843698,0
101770,36,115.06,4186.7,BR,standard,1752929663,0
101771,7,77.41,522.02,US,basic,1753016553,0
101772,72,48.11,3495.83,US,standard,1753102151,0
101773,36,77.04,2751.34,BR,premium,1753186735,0
101774,26,96.3,2474.21,US,basic,1753272093,0
101775,40,97.99,3903.78,FR,basic,1753360761,0
101776,70,72.68,5120.34,AU,standard,1753449661,0
101777,59,48.82,2908.17,DE,standard,1753533834,1
101778,41,118.79,4879.71,US,standard,1753616796,0
101779,24,68.44,1659.7,UK,premium,1753707759,0
101780,7,100.82,670.51,DE,basic,1753788805,1
101781,26,42.17,1096.54,FR,premium,1753875212,0
101782,41,60.37,2513.3,US,premium,1753964353,0
101783,30,68.27,2022.88,DE,premium,1754049204,0
101784,15,41.3,584.53,UK,basic,1754139272,0
101785,33,33.99,1164.39,UK,basic,1754223993,0
101786,21,80.84,1736.13,BR,basic,1754313584,0
101787,22,41.63,906.57,US,basic,1754398674,0
101788,33,103.44,3461.55,US,premium,1754484954,0
101789,56,52.12,2909.38,US,standard,1754571647,0
101790,50,63.76,3186.66,DE,premium,1754654108,0
101791,14,106.1,1487.44,FR,basic,1754740284,0
101792,57,22.37,1231.96,US,premium,1754826575,0
101793,7,81.54,602.02,UK,premium,1754912805,0
101794,44,72.39,3155.23,AU,standard,1754999234,0
101795,40,89.43,3613.35,BR,basic,1755086054,0
101796,10,41.29,407.74,JP,basic,1755177957,1
101797,12,45.15,527.29,UK,standard,1755258385,0
101798,64,88.37,5663.02,FR,basic,1755349538,0
101799,61,58.33,3548.64,FR,standard,1755430292,0
101800,15,49.48,789.38,BR,basic,1755522310,1
101801,70,35.57,2533.9,BR,basic,1755608673,0
101802,4,98.47,436.68,US,basic,1755695078,0
101803,39,31.65,1231.39,BR,basic,1755777350,0
101804,16,70.56,1119.36,US,standard,1755866194,0
101805,46,106.36,4885.28,FR,basic,1755951329,0
101806,13,99.93,1308.21,BR,basic,1756039440,0
101807,9,70.7,613.23,FR,premium,1756125498,0
101808,1,89.49,130.34,BR,standard,1756211049,1
101809,45,105.27,4749.73,CA,basic,1756298122,0
101810,12,53.72,650.37,JP,premium,1756383994,1
101811,1,68.58,55.15,AU,basic,1756469461,1
101812,8,63.09,462.95,BR,premium,1756560227,1
101813,35,48.22,1686.47,UK,premium,1756644853,1
101814,50,40.64,2032.92,AU,premium,1756733106,0
101815,18,87.31,1561.9,US,premium,1756819189,0
101816,34,38.51,1347.81,FR,premium,1756902996,1
101817,14,107.37,1516.05,UK,standard,1756986247,0
101818,30,55.52,1629.8,DE,basic,1757077339,0
101819,30,111.66,3336.99,BR,premium,1757162576,0
101820,17,105.98,1753.37,FR,standard,1757246625,1
101821,70,56.16,3969.12,UK,basic,1757334069,0
101822,32,24.73,767.27,BR,standard,1757423695,0
101823,1,32.34,11.52,US,premium,1757509460,0
101824,24,48.74,1146.12,UK,standard,1757592511,0
101825,39,87.24,3402.04,FR,premium,1757682800,0
101826,47,117.19,5483.72,US,standard,1757763814,0
101827,17,110.12,1921.53,FR,premium,1757854463,0
101828,54,35.44,1886.88,UK,basic,1757937827,0
101829,56,101.27,5684.72,FR,premium,1758025836,0
101830,35,94.74,3283.18,FR,premium,1758114208,1
101831,56,109.65,6149.4,BR,standard,1758201306,0
101832,39,45.88,1764.19,UK,premium,1758285053,1
101833,8,50.2,429.88,UK,standard,1758371197,1
101834,14,22.32,358.23,FR,premium,1758455070,0
101835,41,104.6,4318.14,BR,premium,1758547429,0
101836,58,92.69,5386.52,CA,basic,1758633991,1
101837,41,69.34,2843.73,AU,standard,1758717967,0
101838,2,57.28,124.37,US,basic,1758804739,0
101839,35,97.59,3367.0,JP,basic,1758890522,0
101840,35,61.21,2103.59,UK,basic,1758972572,0
101841,21,103.03,2148.81,FR,standard,1759065682,1
101842,33,60.32,1994.38,FR,premium,1759148242,0
101843,51,35.95,1789.92,BR,basic,1759238682,0
101844,21,81.42,1748.07,US,premium,1759319873,0
101845,36,70.68,2502.46,JP,premium,1759405385,0
101846,68,50.96,3453.2,FR,basic,1759496958,0
101847,68,60.53,4128.21,FR,standard,1759583297,0
101848,48,94.33,4479.51,FR,premium,1759664546,0
101849,46,118.02,5424.83,AU,premium,1759752421,0
101850,28,31.65,912.33,CA,standard,1759839463,1
101851,13,103.79,1335.79,UK,basic,1759925356,1
101852,39,72.87,2792.72,AU,standard,1760016378,0
101853,69,59.94,4164.25,BR,basic,1760098857,1
101854,46,90.83,4223.38,AU,basic,1760183829,0
101855,65,111.28,7268.79,UK,standard,1760269596,0
101856,25,81.62,1993.55,DE,standard,1760356879,0
101857,9,58.33,542.78,DE,basic,1760445528,0
101858,50,40.99,2066.04,DE,premium,1760530298,0
101859,11,115.12,1239.95,DE,standard,1760617082,0
101860,7,61.67,395.11,US,basic,1760700401,1
101861,30,31.71,975.59,FR,premium,1760793179,0
101862,55,60.6,3324.89,JP,basic,1760876905,1
101863,1,28.14,-18.48,DE,basic,1760961613,1
101864,15,64.22,922.37,UK,standard,1761047795,0
101865,31,86.96,2686.95,AU,standard,1761138251,0
101866,69,83.01,5736.52,FR,basic,1761220551,0
101867,8,107.0,898.58,DE,standard,1761309070,1
101868,44,90.97,3952.75,US,basic,1761397427,0
101869,51,111.33,5654.43,AU,premium,1761483138,1
101870,35,37.02,1299.71,US,basic,1761568854,0
101871,65,78.5,5147.91,FR,basic,1761652757,0
101872,17,56.11,910.74,JP,basic,1761737985,1
101873,57,54.88,3103.17,CA,standard,1761827474,0
101874,31,21.78,648.45,BR,premium,1761913696,0
101875,1,111.55,129.05,AU,premium,1761996475,0
101876,41,111.05,4599.98,AU,basic,1762088067,0
101877,42,89.18,3762.12,AU,basic,1762175452,0
101878,24,45.02,1045.08,AU,standard,1762259539,1
101879,22,96.47,2074.52,US,basic,1762347413,0
101880,35,106.38,3749.79,US,premium,1762434253,0
101881,13,57.28,698.16,DE,standard,1762517479,1
101882,39,37.57,1482.91,BR,premium,1762602220,0
101883,49,91.33,4505.28,DE,premium,1762691893,0
101884,60,57.7,3430.95,DE,premium,1762775795,0
101885,29,88.57,2569.25,UK,premium,1762860405,0
101886,15,39.56,572.44,BR,premium,1762947894,0
101887,55,94.63,5186.6,FR,standard,1763034769,0
101888,33,52.73,1748.75,AU,standard,1763121577,0
101889,21,58.79,1191.73,JP,basic,1763207726,0
101890,32,51.73,1694.59,AU,standard,1763292876,0
101891,44,98.82,4379.43,JP,premium,1763382984,0
101892,30,54.98,1628.42,AU,premium,1763466415,1
101893,33,98.99,3300.85,AU,standard,1763553173,0
101894,30,88.88,2644.84,JP,premium,1763641103,0
101895,7,104.68,741.98,UK,basic,1763725327,1
101896,67,55.03,3669.67,US,basic,1763814623,0
101897,54,26.17,1368.32,UK,premium,1763898085,1
101898,46,62.23,2911.73,BR,basic,1763988157,0
101899,44,108.33,4779.2,US,standard,1764073591,0
101900,44,49.72,2210.11,JP,premium,1764158729,1
101901,39,105.1,4092.79,FR,standard,1764245710,0
101902,32,34.13,1111.71,FR,basic,1764333669,0
101903,63,74.76,4703.97,CA,basic,1764419572,1
101904,19,90.15,1698.07,BR,basic,1764503839,0
101905,69,93.85,6438.42,FR,standard,1764591318,0
101906,67,117.51,7879.19,DE,standard,1764678550,0
101907,13,33.19,391.06,BR,basic,1764767269,0
101908,29,51.06,1519.63,JP,standard,1764851368,0
101909,21,78.27,1615.11,US,standard,1764939268,0
101910,16,21.06,328.01,CA,premium,1765026024,0
101911,14,91.96,1278.59,BR,premium,1765111538,0
101912,60,55.87,3362.72,AU,standard,1765195692,0
101913,25,104.45,2595.36,AU,basic,1765284481,0
101914,30,78.0,2343.86,CA,premium,1765368092,0
101915,10,41.84,449.12,FR,standard,1765458674,0
101916,45,53.17,2347.11,DE,standard,1765544168,1
101917,37,23.29,864.75,FR,basic,1765629095,0
101918,9,102.89,975.13,JP,premium,1765713290,0
101919,11,41.14,498.07,DE,basic,1765804207,0
101920,23,22.27,466.49,DE,premium,1765885601,0
101921,10,85.42,854.07,UK,standard,1765973520,1
101922,1,96.56,131.54,JP,standard,1766057357,1
101923,18,114.89,2049.58,FR,basic,1766145438,0
101924,32,80.79,2567.01,BR,basic,1766232456,0
101925,71,29.16,2089.98,AU,premium,1766318238,0
101926,21,85.98,1767.78,CA,basic,1766404521,0
101927,17,106.63,1808.26,CA,standard,1766491017,0
101928,14,62.31,894.87,UK,standard,1766576237,0
101929,6,28.69,212.98,JP,standard,1766668551,0
101930,33,34.12,1128.65,CA,premium,1766750883,0
101931,19,88.46,1695.43,DE,premium,1766841655,1
101932,48,92.34,4477.55,FR,standard,1766927092,0
101933,61,42.07,2565.91,JP,standard,1767011335,0
101934,21,30.9,628.57,JP,basic,1767097945,1
101935,19,81.47,1500.06,FR,basic,1767181229,1
101936,64,21.61,1335.02,CA,standard,1767272456,0
101937,51,61.48,3107.03,AU,premium,1767359838,0
101938,60,109.82,6539.39,CA,basic,1767440070,0
101939,19,54.53,986.23,UK,basic,1767529347,0
101940,20,119.21,2364.32,FR,standard,1767614554,0
101941,70,53.87,3754.51,JP,premium,1767699745,0
101942,67,86.26,5770.45,AU,standard,1767789646,0
101943,3,39.41,128.12,US,premium,1767876900,0
101944,48,24.35,1213.69,JP,basic,1767958032,0
101945,18,48.78,899.87,US,standard,1768049441,1
101946,24,39.09,945.64,UK,basic,1768136024,0
101947,8,46.94,355.87,DE,premium,1768221504,1
101948,50,37.94,1860.84,JP,basic,1768310677,0
101949,58,41.04,2381.97,JP,premium,1768393232,0
101950,53,79.42,4245.04,BR,basic,1768482657,0
101951,56,22.44,1242.32,AU,standard,1768567516,0
101952,19,103.78,1952.75,CA,standard,1768652211,0
101953,35,62.7,2176.65,UK,basic,1768738944,0
101954,28,34.18,923.75,AU,standard,1768826784,0
101955,52,40.62,2080.82,JP,basic,1768912165,0
101956,68,117.95,8021.29,DE,premium,1769000602,0
101957,11,91.63,1036.66,JP,standard,1769086203,0
101958,36,67.63,2387.45,BR,basic,1769173684,0
101959,37,24.15,885.39,CA,premium,1769255730,0
101960,6,58.67,367.38,US,basic,1769343140,1
101961,61,59.28,3645.42,DE,premium,1769429956,0
101962,12,44.9,573.06,UK,premium,1769519402,0
101963,47,36.62,1680.25,US,basic,1769600970,0
101964,49,102.2,5003.94,JP,basic,1769691869,0
101965,35,59.54,2123.37,FR,standard,1769777775,0
101966,45,20.88,981.23,AU,premium,1769860970,0
101967,48,49.37,2335.09,DE,basic,1769952260,0
101968,7,30.96,232.23,JP,basic,1770035364,0
101969,33,110.24,3671.32,BR,basic,1770124157,0
101970,42,104.26,4416.35,JP,basic,1770211097,0
101971,15,114.23,1685.17,JP,standard,1770295691,1
101972,39,112.75,4376.48,UK,standard,1770381699,0
101973,10,34.16,335.27,BR,premium,1770468777,0
101974,30,115.7,3463.3,BR,standard,1770555432,0
101975,41,27.51,1110.46,UK,basic,1770637398,0
101976,34,56.2,1908.56,BR,premium,1770724172,0
101977,67,36.56,2405.87,BR,standard,1770816069,0
101978,42,117.55,4940.21,UK,premium,1770898120,0
101979,41,72.1,2919.98,UK,premium,1770982255,0
101980,30,36.74,1054.5,US,standard,1771073572,0
101981,25,87.29,2156.68,JP,standard,1771155371,0
101982,58,22.4,1315.06,US,basic,1771242308,0
101983,26,61.79,1629.83,UK,premium,1771331770,0
101984,65,119.65,7772.32,BR,premium,1771415366,0
101985,51,50.13,2602.24,BR,premium,1771504092,1
101986,24,30.26,713.55,FR,basic,1771592094,0
101987,38,119.97,4599.98,CA,premium,1771677139,0
101988,26,107.56,2828.34,BR,premium,1771761697,0
101989,46,107.73,4947.19,CA,standard,1771849040,1
101990,41,100.58,4093.08,AU,premium,1771934738,0
101991,27,53.32,1402.46,BR,standard,1772018804,0
101992,14,88.55,1211.96,JP,premium,1772107867,0
101993,7,109.72,742.65,BR,basic,1772194766,1
101994,70,66.83,4631.32,DE,basic,1772278864,0
101995,33,83.1,2783.14,US,premium,1772365266,0
101996,47,53.13,2527.91,AU,standard,1772450855,1
101997,19,42.61,824.15,JP,basic,1772537943,0
101998,72,42.91,3068.2,US,basic,1772629856,0
101999,50,56.78,2853.84,DE,basic,1772715154,0
102000,40,53.17,2119.86,CA,standard,1772800066,0
102001,1,24.75,30.77,BR,standard,1772889353,0
102002,47,21.34,1034.9,CA,premium,1772974181,1
102003,49,56.78,2801.4,UK,premium,1773058721,0
102004,47,111.19,5212.11,US,basic,1773148565,0
102005,67,75.97,5077.67,BR,basic,1773230624,0
102006,29,112.65,3290.88,FR,standard,1773314874,1
102007,31,38.55,1234.62,JP,standard,1773402079,0
102008,35,56.31,1988.2,JP,basic,1773488753,1
102009,12,54.75,611.81,DE,premium,1773578551,1
102010,53,62.46,3292.88,FR,premium,1773666325,0
102011,30,58.81,1805.59,UK,premium,1773748237,0
102012,28,95.69,2708.7,JP,premium,1773837743,1
102013,61,36.74,2253.94,DE,standard,1773926268,1
102014,53,49.01,2615.17,JP,standard,1774008063,0
102015,42,95.27,3960.36,US,standard,1774099265,0
102016,63,35.87,2253.37,US,premium,1774179514,0
102017,68,38.03,2595.32,BR,standard,1774266475,0
102018,18,72.19,1319.77,DE,premium,1774354520,0
102019,1,38.67,52.49,CA,basic,1774439333,1
102020,57,67.41,3806.0,DE,premium,1774526152,0
102021,39,75.78,2906.14,JP,premium,1774615300,0
102022,9,81.67,725.43,FR,standard,1774698432,1
102023,45,23.93,1091.29,JP,premium,1774785848,0
102024,1,72.36,58.87,US,premium,1774873578,0
102025,36,39.33,1399.29,BR,basic,1774960373,0
102026,72,90.92,6503.9,CA,premium,1775048519,0
102027,11,76.16,870.82,US,standard,1775130016,0
102028,41,37.07,1528.29,FR,standard,1775220657,0
102029,42,101.79,4263.22,FR,standard,1775302592,0
102030,27,41.67,1134.64,US,premium,1775389980,0
102031,53,93.28,4905.95,JP,premium,1775476145,0
102032,9,93.19,818.38,BR,standard,1775562511,1
102033,9,60.85,566.07,US,standard,1775650120,0
102034,32,39.47,1230.81,JP,standard,1775734666,0
102035,23,89.96,2055.1,US,basic,1775825538,0
102036,41,48.81,1977.51,FR,basic,1775910452,0
102037,20,56.2,1115.38,US,standard,1775997121,1
102038,14,44.86,634.52,US,premium,1776082141,1
102039,30,30.99,950.45,JP,standard,1776172846,1
102040,30,63.33,1872.64,AU,premium,1776255368,0
102041,63,23.82,1452.75,AU,standard,1776344789,0
102042,71,62.83,4478.93,BR,standard,1776426206,0
102043,27,34.73,979.35,UK,premium,1776514814,0
102044,13,21.04,294.74,BR,standard,1776600051,1
102045,18,112.15,2055.32,US,premium,1776686806,0
102046,35,106.65,3684.65,US,standard,1776772538,1
102047,17,85.14,1489.23,UK,basic,1776858232,0
102048,30,66.6,2020.88,AU,standard,1776944187,1
102049,27,37.33,1053.71,US,premium,1777033147,0
102050,22,39.15,909.9,US,standard,1777120310,0
102051,55,56.38,3122.25,US,premium,1777204088,1
102052,34,71.39,2468.12,BR,basic,1777293266,0
102053,65,38.17,2505.06,JP,premium,1777380028,0
102054,19,95.81,1844.71,BR,standard,1777466754,1
102055,22,55.35,1230.89,UK,standard,1777550937,0
102056,2,102.53,177.01,UK,basic,1777634957,1
102057,46,49.3,2231.35,US,standard,1777721593,0
102058,10,105.37,1021.25,JP,premium,1777814279,0
102059,62,98.22,6088.4,JP,basic,1777896441,0
102060,61,24.49,1483.72,JP,premium,1777984746,0
102061,48,36.14,1719.36,UK,premium,1778073585,0
102062,65,54.67,3569.99,DE,standard,1778159927,0
102063,34,59.39,1978.18,UK,basic,1778241110,0
102064,27,94.71,2594.17,AU,basic,1778330491,0
102065,17,44.97,734.0,JP,basic,1778417036,0
102066,54,29.28,1581.94,US,standard,1778502053,0
102067,47,115.62,5469.08,AU,standard,1778586824,0
102068,71,76.04,5359.45,AU,standard,1778674947,1
102069,35,72.29,2559.65,US,premium,1778763453,0
102070,63,35.88,2300.4,DE,standard,1778850812,0
102071,39,21.08,779.83,AU,premium,1778934192,1
102072,13,88.98,1141.67,BR,basic,1779021302,0
102073,14,64.28,887.52,DE,basic,1779108600,0
102074,44,62.08,2749.58,JP,premium,1779193219,0
102075,68,65.89,4434.92,BR,premium,1779280115,0
102076,36,45.46,1651.37,DE,standard,1779367999,0
102077,59,69.42,4048.13,CA,basic,1779454442,0
102078,27,118.17,3151.68,AU,premium,1779537367,0
102079,18,57.02,1059.82,CA,basic,1779627785,0
102080,43,106.48,4546.23,AU,premium,1779715201,0
102081,39,83.02,3276.91,CA,standard,1779796504,0
102082,16,38.44,649.4,FR,premium,1779881572,0
102083,16,24.18,416.0,UK,premium,1779972709,0
102084,69,34.5,2332.72,US,premium,1780060456,0
102085,34,97.59,3361.17,JP,premium,1780140544,0
102086,61,95.79,5865.6,AU,premium,1780232257,0
102087,44,24.94,1088.85,DE,premium,1780316106,0
102088,41,32.58,1363.45,US,basic,1780402247,0
102089,36,70.48,2574.2,UK,premium,1780491674,0
102090,47,91.44,4315.39,CA,basic,1780579335,0
102091,34,48.26,1634.61,JP,basic,1780662683,0
102092,3,33.21,141.6,US,basic,1780746394,1
102093,36,99.85,3580.39,CA,standard,1780835844,0
102094,34,75.46,2549.17,US,standard,1780920408,0
102095,56,31.73,1750.72,UK,premium,1781005838,1
102096,14,32.86,446.02,AU,basic,1781091697,1
102097,47,68.0,3150.82,BR,standard,1781177912,0
102098,41,24.6,969.41,US,standard,1781269082,0
102099,70,48.38,3386.84,CA,premium,1781356999,0
102100,58,32.14,1908.69,BR,premium,1781441799,0
102101,46,32.53,1519.5,JP,basic,1781523106,0
102102,36,33.41,1183.1,DE,basic,1781616009,0
102103,28,115.06,3190.28,US,standard,1781700377,0
102104,50,101.33,5075.7,DE,basic,1781785146,0
102105,46,92.81,4301.52,UK,premium,1781872652,0
102106,69,50.51,3521.15,US,premium,1781957362,0
102107,51,116.44,5922.93,UK,basic,1782047086,0
102108,28,108.54,3002.23,FR,basic,1782130162,0
102109,59,112.22,6611.12,DE,premium,1782216906,1
102110,69,79.88,5503.44,BR,premium,1782303533,0
102111,46,25.51,1183.3,UK,basic,1782392646,0
102112,22,60.08,1334.19,CA,basic,1782476248,1
102113,59,63.31,3760.55,JP,standard,1782562733,0
102114,5,70.84,307.15,JP,basic,1782651672,1
102115,50,45.22,2211.66,CA,basic,1782734818,0
102116,47,74.68,3498.45,UK,basic,1782823346,0
102117,39,35.42,1418.1,JP,premium,1782905458,0
102118,19,89.69,1676.67,AU,premium,1782996527,0
102119,71,85.17,6026.12,FR,standard,1783080557,0
102120,61,34.38,2058.49,JP,standard,1783168697,0
102121,70,55.63,3933.74,UK,basic,1783253960,0
102122,39,116.16,4545.55,DE,basic,1783340848,0
102123,10,25.69,246.29,DE,basic,1783429182,1
102124,66,86.44,5660.97,FR,standard,1783515843,0
102125,65,117.81,7642.06,DE,basic,1783602744,0
102126,26,71.82,1828.63,BR,basic,1783688818,0
102127,7,53.85,354.38,FR,standard,1783775937,1
102128,4,59.46,202.32,BR,premium,1783856317,0
102129,69,85.78,5893.2,JP,standard,1783943035,0
102130,20,84.55,1726.55,AU,basic,1784034085,0
102131,72,71.01,5094.85,US,standard,1784116960,0
102132,49,36.68,1833.62,FR,standard,1784207850,1
102133,51,52.11,2612.42,UK,basic,1784289950,1
102134,38,82.26,3079.56,US,premium,1784379940,0
102135,53,76.52,4085.48,CA,standard,1784461540,1
102136,63,93.41,5838.94,US,premium,1784551614,0
102137,55,31.05,1705.45,DE,standard,1784637464,0
102138,13,34.12,424.13,UK,premium,1784724915,0
102139,60,43.54,2644.86,AU,standard,1784809448,0
102140,35,71.05,2438.24,AU,basic,1784895527,0
102141,2,119.54,215.19,DE,premium,1784983542,1
102142,62,68.24,4262.9,JP,premium,1785068813,1
102143,64,98.14,6328.97,AU,standard,1785157676,0
102144,35,50.0,1730.23,AU,basic,1785238300,0
102145,59,34.61,2074.9,UK,standard,1785331037,0
102146,25,74.02,1877.95,UK,standard,1785412140,0
102147,60,96.87,5807.56,FR,standard,1785497696,0
102148,61,28.61,1717.07,UK,basic,1785584888,0
102149,51,62.13,3190.9,BR,standard,1785674414,0
102150,71,39.78,2797.9,US,standard,1785758713,0
102151,7,90.15,676.62,AU,standard,1785849307,1
102152,3,25.81,87.54,UK,premium,1785931061,0
102153,51,91.41,4690.86,AU,basic,1786016869,0
102154,5,98.2,488.74,JP,standard,1786107581,1
102155,30,33.93,977.1,US,premium,1786194452,0
102156,29,77.92,2222.62,AU,basic,1786277837,1
102157,60,21.75,1344.92,DE,basic,1786366826,1
102158,64,118.49,7536.85,BR,standard,1786453129,1
102159,20,118.27,2391.44,JP,premium,1786536806,0
102160,70,109.14,7613.96,UK,basic,1786620481,0
102161,30,29.67,881.48,DE,premium,1786713978,0
102162,5,102.34,478.56,CA,basic,1786800366,0
102163,65,57.37,3731.56,CA,premium,1786880000,1
102164,42,107.97,4560.28,US,standard,1786971119,0
102165,63,53.41,3380.39,FR,basic,1787058889,0
102166,1,100.62,130.87,JP,standard,1787142590,1
102167,37,119.43,4418.97,UK,standard,1787231915,0
102168,5,102.48,532.93,JP,standard,1787315557,1
102169,32,93.92,2994.87,BR,basic,1787399003,0
102170,63,68.72,4299.25,US,standard,1787488558,0
102171,56,41.07,2336.77,FR,premium,1787572036,0
102172,29,98.5,2870.24,BR,basic,1787658004,1
102173,17,109.41,1873.07,CA,premium,1787750300,1
102174,2,98.69,157.11,JP,standard,1787836853,0
102175,61,60.5,3725.1,US,premium,1787919784,0
102176,31,119.98,3692.08,AU,standard,1788006845,0
102177,72,82.74,5972.86,US,standard,1788091812,0
102178,59,74.96,4401.76,DE,premium,1788179045,0
102179,30,75.12,2299.25,CA,standard,1788268313,0
102180,69,117.06,8091.95,CA,standard,1788354416,0
102181,20,47.93,1005.13,DE,basic,1788439871,0
102182,38,92.0,3484.72,BR,basic,1788522686,0
102183,2,73.93,141.25,UK,basic,1788613910,0
102184,71,111.61,7905.76,BR,standard,1788698548,0
102185,2,52.67,147.74,FR,standard,1788784295,0
102186,21,40.9,842.11,CA,standard,1788866982,1
102187,36,40.75,1443.22,JP,basic,1788953415,0
102188,29,64.66,1850.78,UK,standard,1789043152,0
102189,4,80.06,312.35,UK,basic,1789126842,1
102190,25,63.13,1555.82,US,basic,1789216948,0
102191,72,35.77,2585.22,US,basic,1789301847,0
102192,35,82.86,2929.94,BR,premium,1789389707,0
102193,48,96.83,4598.6,FR,basic,1789473943,0
102194,20,25.06,488.81,US,standard,1789560800,0
102195,61,43.03,2583.34,FR,basic,1789648656,1
102196,40,25.1,984.46,FR,premium,1789734053,0
102197,10,86.31,899.42,US,premium,1789823805,1
102198,18,40.12,744.11,CA,premium,1789905916,1
102199,42,50.33,2081.08,US,basic,1789993670,0
102200,62,59.29,3701.73,AU,premium,1790078436,0
102201,20,21.12,409.44,FR,basic,1790164094,1
102202,48,113.12,5390.36,CA,basic,1790255319,1
102203,72,117.05,8421.06,FR,premium,1790340744,0
102204,25,59.49,1449.4,AU,basic,1790424282,0
102205,56,71.72,3994.34,JP,standard,1790509890,1
102206,40,79.99,3167.63,US,standard,1790598443,0
102207,21,21.3,447.15,US,premium,1790684559,0
102208,62,119.76,7405.43,BR,premium,1790770692,0
102209,35,104.88,3638.15,JP,premium,1790856267,0
102210,48,66.84,3249.58,JP,basic,1790946173,0
102211,70,30.33,2090.88,US,premium,1791028023,0
102212,39,75.05,2889.86,JP,standard,1791119584,0
102213,30,20.05,605.95,DE,premium,1791202070,0
102214,47,83.44,3942.57,JP,standard,1791286191,0
102215,34,34.54,1169.84,BR,standard,1791373391,0
102216,68,67.61,4567.19,DE,standard,1791461645,0
102217,31,31.81,944.4,CA,premium,1791545984,0
102218,42,115.43,4800.25,FR,basic,1791636297,0
102219,51,30.52,1523.82,US,premium,1791718071,0
102220,66,60.01,3982.58,DE,standard,1791804694,0
102221,66,86.14,5717.42,AU,premium,1791897311,0
102222,9,60.68,575.13,CA,premium,1791979146,1
102223,23,99.12,2317.85,US,standard,1792068914,1
102224,49,37.37,1807.34,US,premium,1792154277,0
102225,21,31.93,707.02,AU,premium,1792237076,1
102226,3,94.17,264.12,FR,standard,1792327921,0
102227,70,55.82,3949.12,CA,premium,1792412839,0
102228,7,52.44,321.56,AU,premium,1792501215,0
102229,37,96.38,3607.36,FR,basic,1792582683,0
102230,47,93.69,4431.24,CA,basic,1792670885,0
102231,13,60.52,758.12,FR,basic,1792761690,0
102232,42,107.6,4519.95,CA,standard,1792843254,0
102233,10,52.54,497.7,CA,standard,1792929736,1
102234,53,98.02,5244.3,BR,premium,1793020064,1
102235,25,118.81,2948.71,DE,premium,1793100605,0
102236,36,21.28,720.79,DE,standard,1793192629,0
102237,61,66.22,4052.38,FR,standard,1793279252,0
102238,50,65.37,3237.22,CA,basic,1793364133,0
102239,56,68.97,3850.51,BR,basic,1793446978,0
102240,72,77.95,5621.56,BR,premium,1793534310,0
102241,27,44.36,1165.07,DE,premium,1793625150,0
102242,53,69.53,3673.14,US,standard,1793707036,0
102243,33,90.6,2991.54,US,basic,1793794469,0
102244,45,110.04,4972.63,JP,basic,1793882254,0
102245,39,91.03,3541.51,CA,basic,1793966733,1
102246,38,76.92,2933.85,FR,standard,1794057591,0
102247,44,110.21,4896.19,BR,premium,1794138910,0
102248,47,20.29,946.53,UK,standard,1794225170,0
102249,26,27.88,688.86,US,basic,1794313162,0
102250,59,49.11,2884.31,CA,premium,1794403067,0
102251,57,36.72,2139.63,CA,standard,1794484922,0
102252,25,84.59,2112.75,BR,standard,1794571583,1
102253,53,32.54,1731.05,US,standard,1794657570,0
102254,22,116.83,2560.44,BR,basic,1794742506,0
102255,37,86.77,3230.79,CA,premium,1794835136,0
102256,14,25.14,321.67,UK,standard,1794921131,1
102257,36,105.29,3808.96,AU,standard,1795004874,0
